# time of execution: 2022-11-14 17:42:53
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:['0.8']
### sample paramters ###
# Sample: ['FGT']
# S=[2.0]
# mu_at=[2.0][mu_B]
# nz=1
# dx=[3.9e-10]	dy=[3.9e-10]	dz=[1.63e-09]	[m]
# atoms per unit cell:[10]
# asf=[0.035]
# Jint=[[0.0, 0.0]][J]
# Hex=0.0[J]
# gep=['4.4e+17'][W/m^3/K]
# factor cv_el=['200.0'][J/m^3/K^2]
# cv_ph_max=['1297763.7042694343'][J/m^3/K]
# Tc=[191][K]
# T_Deb=[460][K]
# kappa=[0][W/m/K]
# D=[0][W/m^2]
### pulse paramters ###
# peak power:7.5e+21[W/m^3]
# sigma=1.5e-14[s]
# delay=2.5e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	T_p(acc) [K]	itinerant mag
1.58	[[0.9947387192983981]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.59	[[0.9947067880452282]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.6	[[0.9946748733622666]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.61	[[0.9946429752380068]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.62	[[0.9946110936609532]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.63	[[0.9945792286196234]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.64	[[0.9945473801025424]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.65	[[0.9945155480982472]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.66	[[0.9944837325952844]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.67	[[0.9944519335822131]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.68	[[0.9944201510476004]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.69	[[0.9943883849800261]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.7	[[0.9943566353680787]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.71	[[0.9943249022003597]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.72	[[0.9942931854654776]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.73	[[0.9942614851520548]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.74	[[0.9942298012487206]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.75	[[0.994198133744117]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.76	[[0.9941664826268972]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.77	[[0.9941348478857233]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.78	[[0.994103229509268]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.79	[[0.9940716274862135]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.8	[[0.9940400418052542]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.81	[[0.9940084724550926]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.82	[[0.9939769194244448]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.83	[[0.993945382702034]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.84	[[0.9939138622765965]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.85	[[0.9938823581368775]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.86	[[0.9938508702716305]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.87	[[0.9938193986696233]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.88	[[0.9937879433196304]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.89	[[0.9937565042104385]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.9	[[0.9937250813308433]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.91	[[0.9936936746696527]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.92	[[0.9936622842156838]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.93	[[0.9936309099577628]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.94	[[0.9935995518847278]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.95	[[0.9935682099854264]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.96	[[0.9935368842487162]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.97	[[0.9935055746634643]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.98	[[0.9934742812185492]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
1.99	[[0.9934430039028591]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.0	[[0.9934117427052924]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.01	[[0.9933804976147577]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.02	[[0.993349268620174]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.03	[[0.9933180557104678]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.04	[[0.9932868588745795]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.05	[[0.9932556781014575]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.06	[[0.993224513380061]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.07	[[0.9931933646993578]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.08	[[0.9931622320483272]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.09	[[0.9931311154159576]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.1	[[0.9931000147912498]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.11	[[0.99306893016321]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.12	[[0.9930378615208589]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.13	[[0.9930068088532253]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.14	[[0.9929757721493466]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.15	[[0.9929447513982741]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.16	[[0.9929137465890648]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.17	[[0.9928827577107873]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.18	[[0.9928517847525206]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.19	[[0.9928208277033531]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.2	[[0.9927898865523832]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.21	[[0.9927589612887183]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.22	[[0.9927280519014765]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.23	[[0.9926971583797877]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.24	[[0.9926662807127884]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.25	[[0.9926354188896265]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.26	[[0.9926045728994591]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.27	[[0.9925737427314547]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.28	[[0.9925429283747887]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.29	[[0.9925121298186484]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.3	[[0.992481347052232]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.31	[[0.9924505800647447]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.32	[[0.9924198288454026]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.33	[[0.9923890933834315]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.34	[[0.9923583736680672]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.35	[[0.9923276696885563]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.36	[[0.9922969814341531]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.37	[[0.9922663088941228]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.38	[[0.9922356520577393]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.39	[[0.9922050109142873]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.4	[[0.9921743854530596]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.41	[[0.9921437756633604]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.42	[[0.9921131815345038]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.43	[[0.9920826030558112]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.44	[[0.9920520402166167]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.45	[[0.9920214930062617]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.46	[[0.991990961414097]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.47	[[0.991960445429485]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.48	[[0.9919299450417945]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.49	[[0.9918994602404089]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.5	[[0.9918689910147157]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.51	[[0.9918385373541161]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.52	[[0.9918080992480187]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.53	[[0.9917776766858413]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.54	[[0.9917472696570131]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.55	[[0.9917168781509708]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.56	[[0.9916865021571618]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.57	[[0.9916561416650423]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.58	[[0.9916257966640796]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.59	[[0.991595467143748]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.6	[[0.9915651530935328]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.61	[[0.9915348545029294]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.62	[[0.9915045713614408]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.63	[[0.9914743036585795]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.64	[[0.9914440513838699]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.65	[[0.9914138145268424]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.66	[[0.9913835930770397]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.67	[[0.9913533870240123]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.68	[[0.9913231963573199]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.69	[[0.991293021066532]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.7	[[0.9912628611412285]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.71	[[0.9912327165709968]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.72	[[0.9912025873454345]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.73	[[0.9911724734541493]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.74	[[0.9911423748867563]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.75	[[0.9911122916328813]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.76	[[0.9910822236821598]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
2.77	[[0.9910521710242345]]	[[100.0]]	[[100.0]]	[[100.0]]	[[0]]
